Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Revenue_per_Month,Average_Monthly_Charges,Charges_Evolution,Total_Services,Contract_Risk_Score,Payment_Risk_Score,Service_Dependency_Score,Loyalty_Adjusted_Value,Gender_Encoded,Contract_Encoded,Payment Method_Encoded,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Value_Segment_Low,Value_Segment_Medium,Value_Segment_High,Value_Segment_Premium,customer_sentiment,sentiment_encoded,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
Yes,No,No,-0.345149111,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.073559683,-0.116536049,Yes,0.024190908,0.024190908,1.222376195,2,3,3,-0.222876017,0.07370849,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.989731303,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.401788063,-1.024038948,Yes,-0.404460545,-0.404460545,0,2,3,2,-0.222876017,-0.92282599,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.21309459,-1.2192367,2.2902718,0.30175722,-0.25669256,-0.6577666,-0.42744383,-0.6086325,-0.4926752,-0.36001942
No,Yes,No,-0.906122343,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.000909978,-0.778492476,Yes,0.059954061,0.059954061,-1.358058571,1,3,3,-0.490545965,-0.563935931,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.5169244,-1.4047945,2.352313,0.3879727,0.063094705,-0.5928141,-0.48273075,-0.56954515,-0.5247298,-0.521198
Yes,Yes,No,-0.989731303,No,No phone service,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,-0.558906289,-1.059090594,Yes,-0.563316796,-0.563316796,0,2,3,3,-0.222876017,-0.986945782,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.2437867,-1.2731935,2.1182187,0.26594415,-0.27739802,-0.5533108,-0.30841154,-0.47795457,-0.3986829,-0.28881985
No,Yes,No,-0.906122343,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.475849192,-0.920766114,Yes,-0.561879052,-0.561879052,1.909561652,1,3,1,-0.490545965,-0.77742972,0,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.27902722,-1.2802787,2.2316983,0.2166255,-0.2163716,-0.757345,-0.44055143,-0.44653296,-0.3427949,-0.3382502
Yes,No,No,-0.836928894,No,No phone service,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.540920652,-0.805448744,Yes,-0.489459744,-0.489459744,-1.248495465,2,3,3,-0.222876017,-0.711135348,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.27400684,-1.3362381,2.2240162,0.3222047,-0.2079858,-0.6146849,-0.31855297,-0.5460051,-0.3495109,-0.43356726
Yes,No,No,-0.406811682,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.654538062,-0.01187754,Yes,0.624692825,0.624692825,0.856714477,5,3,3,0.645020411,0.34341577,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,0.511446374,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.963151949,-0.106619657,Yes,-0.987772103,-0.987772103,0.310748538,1,1,2,-0.490545965,-0.551417315,1,2,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
Yes,No,No,-0.315918046,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.433748015,0.034892724,Yes,0.437482059,0.437482059,0,4,3,3,0.509454035,0.295224714,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,No,No phone service,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.855378895,-1.14095625,Yes,-0.863768439,-0.863768439,0,0,3,1,-1.287345685,-1.127606427,1,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.21327424,-1.2031972,2.1489353,0.31051815,-0.27422696,-0.6249817,-0.6082508,-0.33842734,-0.31220096,-0.21698189
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.004549423,-0.949011831,Yes,0.005501089,0.005501089,0,1,3,2,-0.490545965,-0.777961989,1,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.46970683,-1.3796896,2.3073626,0.35873577,0.012513347,-0.5053928,-0.4512338,-0.6255833,-0.51818615,-0.51079327
No,Yes,No,-0.723022973,Yes,Yes,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.271935772,-0.48654103,Yes,0.180958508,0.180958508,2.291330968,3,3,3,0,-0.150798511,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.37831867,-1.2323548,2.316509,0.41259265,-0.12870312,-0.54756784,-0.52701426,-0.41370976,-0.4103965,-0.35181165
No,Yes,No,0.407923413,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.62185354,0.75810199,Yes,0.681889633,0.681889633,-1.334823299,5,3,3,0.645020411,0.737497092,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,-0.260189291,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,0.446215618,0.11233551,Yes,0.516798188,0.516798188,-1.595661078,4,3,2,0.509454035,0.337018268,1,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.006371158,-0.950806568,Yes,-0.00550296,-0.00550296,0,1,3,3,-0.490545965,-0.781546729,1,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.4670118,-1.3152442,2.2710514,0.44532254,0.12506212,-0.50229925,-0.48439032,-0.6077306,-0.44164973,-0.4591126
Yes,No,No,-0.586532311,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.075372242,-0.342467339,Yes,0.100906197,0.100906197,-0.567775213,2,3,3,-0.222876017,-0.102683932,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.35266542,-1.3566197,2.2318344,0.5609611,-0.13558115,-0.80965483,-0.62812567,-0.55418915,-0.69740665,-0.45839962
No,No,No,-0.509281283,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.471148227,-0.459155545,Yes,-0.499488458,-0.499488458,0.572889138,1,3,1,-0.490545965,-0.380030445,1,0,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.23450732,-1.1687969,2.1291277,0.33782676,-0.24768268,-0.6883078,-0.6073538,-0.5475484,-0.25320756,-0.38531244
Yes,No,No,-0.110254122,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.104349402,0.093821714,Yes,0.019474658,0.019474658,2.093632518,1,3,3,-0.490545965,0.217082479,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.989731303,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.059052844,-0.940202685,Yes,0.060410896,0.060410896,0,2,3,2,-0.222876017,-0.760282975,0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.38189375,-1.3641257,2.2914805,0.25023684,-0.057595704,-0.54098463,-0.4337765,-0.7195981,-0.666939,-0.5301041
Yes,No,No,-0.776797309,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.451556835,-0.490677116,Yes,0.519276812,0.519276812,-1.527488253,3,3,3,0.359472591,-0.148025267,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.42283225,-1.3265281,2.4803476,0.5141364,-0.15607557,-0.63728803,-0.6320522,-0.424612,-0.6135174,-0.43145877
Yes,Yes,No,0.061306134,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.082620719,0.241036305,Yes,0.030776515,0.030776515,1.28461839,1,3,3,-0.490545965,0.275879184,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.723022973,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.185614421,-0.474799484,Yes,0.233331763,0.233331763,-1.075778869,2,3,3,0,-0.190924372,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.32176387,-1.2585921,2.3870559,0.36620533,-0.2049018,-0.6880795,-0.4606115,-0.49115235,-0.5007634,-0.29971966
No,Yes,No,0.175253776,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),0.18020718,0.392739826,Yes,0.185872134,0.185872134,-0.082666235,6,2,1,0.76880815,0.382438188,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
Yes,Yes,No,-0.110254122,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.410576055,0.22465194,Yes,0.410782609,0.410782609,0.082384717,4,3,3,0.509454035,0.400414659,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
Yes,No,No,0.438236982,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.218927068,0.597046392,Yes,0.187080751,0.187080751,0.829664712,6,2,1,0.76880815,0.494482185,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.2044867,0.6997704,-0.6000474,0.25927567,-0.20034611,0.24076413,0.77594614,0.8706671,-0.010814726,0.9306907
Yes,No,No,-0.906122343,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0,-0.792831534,Yes,-0.014219826,-0.014219826,0.359929412,1,3,3,-0.490545965,-0.564303574,0,0,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.50412387,-1.3935149,2.3501623,0.41471773,0.09746641,-0.5806768,-0.49511638,-0.5498129,-0.47150636,-0.5095613
No,No,No,-0.628756242,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.063587451,-0.40386474,Yes,0.050096467,0.050096467,0.355234496,1,3,3,-0.490545965,-0.148273135,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.38330495,-1.3953507,2.202693,0.48049438,-0.10633832,-0.64108235,-0.4747667,-0.6708468,-0.5639751,-0.7041924
No,No,No,-0.906122343,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,0.185614421,-0.763811463,Yes,0.138806039,0.138806039,1.186905265,2,3,2,-0.222876017,-0.491735265,0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.39136612,-1.2994268,2.4124174,0.30062363,-0.15199807,-0.7067623,-0.4254026,-0.5281408,-0.56180775,-0.2935078
No,Yes,No,0.635152387,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.098919571,0.719151837,Yes,0.137936616,0.137936616,-0.880952792,5,2,1,0.509454035,0.465907621,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.262977415,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.613896953,0.65226492,Yes,0.726571742,0.726571742,-2.589670129,5,1,3,0.645020411,0.680727741,0,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,Yes,No,0.567613019,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.592667194,0.86404417,Yes,0.622265829,0.622265829,-0.606613537,5,3,3,0.645020411,0.77130115,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.906122343,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.361480639,-0.743785049,Yes,0.251239099,0.251239099,2.792722244,3,3,3,0.359472591,-0.426970862,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.44342184,-1.2433885,2.4791212,0.3468598,-0.08037993,-0.58463705,-0.44489798,-0.49522787,-0.5880807,-0.35807794
No,Yes,No,-0.776797309,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.261165243,-0.511263474,Yes,0.411044167,0.411044167,-3.462187263,3,3,1,0,-0.229137855,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.30276287,-1.2702897,2.3076491,0.30373713,-0.23708682,-0.69871145,-0.53758055,-0.41426426,-0.5692509,-0.39083537
Yes,No,No,-0.182380612,No,No phone service,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.526742489,-0.217776569,Yes,-0.567060487,-0.567060487,0.830832782,2,3,3,-0.222876017,-0.263707015,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.509281283,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.179305832,-0.214982177,Yes,0.260276799,0.260276799,-1.855086004,2,3,1,0,0.018769772,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.34747016,-1.1653662,2.2870393,0.44556537,-0.17615137,-0.64232874,-0.5608092,-0.588191,-0.42385378,-0.2993585
Yes,Yes,No,-0.042779616,No,No phone service,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.739613365,-0.234661082,Yes,-0.764582792,-0.764582792,0.406612864,1,3,1,-0.827512326,-0.408757994,1,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.723022973,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.470241528,-0.416897034,Yes,0.510084673,0.510084673,-0.862967932,4,3,1,0.509454035,-0.062551655,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.28331447,-1.2440896,2.6298776,0.4896164,-0.020037025,-0.620064,-0.61490744,-0.57642156,-0.6043072,-0.42244703
No,No,No,-0.906122343,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.276421871,-0.723486964,Yes,0.371099599,0.371099599,-2.171374132,2,3,3,0,-0.457850978,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.43342018,-1.218778,2.3196998,0.39481294,-0.047004312,-0.6143721,-0.51564884,-0.45229873,-0.430369,-0.38724768
No,Yes,No,-0.087287579,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.620085624,0.297613356,Yes,0.584049693,0.584049693,1.005319733,5,3,1,0.645020411,0.528711712,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,-0.3625921,-1.015925951,Yes,-0.364863699,-0.364863699,0,2,3,2,-0.222876017,-0.907658841,1,0,3,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.21960592,-1.2291851,2.1902986,0.38099086,-0.21477363,-0.5672817,-0.37743396,-0.47186965,-0.36747283,-0.32037136
No,No,No,-0.989731303,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.369521766,-0.894117133,Yes,0.372896527,0.372896527,0,3,3,1,0.19141875,-0.665535842,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.38010883,-1.1990157,2.4171586,0.3478746,-0.103353076,-0.51417315,-0.4335799,-0.5297853,-0.5707863,-0.3821914
Yes,Yes,No,-0.473574805,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.951192159,-0.677178536,Yes,-0.969781696,-0.969781696,0.185975665,1,3,2,-0.490545965,-0.772497528,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.24413931,-1.1492136,2.0106606,0.4404958,-0.39991564,-0.8015492,-0.55222565,-0.59251285,-0.5187741,-0.48434618
Yes,Yes,No,0.453164923,Yes,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.272833067,0.667103413,Yes,0.332983539,0.332983539,-1.360563382,3,3,3,0,0.534667452,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,0.100476143,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.065400983,0.288872396,Yes,0.07225741,0.07225741,-0.129250157,2,3,1,-0.222876017,0.279385423,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,0.648331552,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.5226582,0.904452905,Yes,0.564457889,0.564457889,-0.905326633,4,3,1,0.509454035,0.75175167,1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-0.952187838,-1.174734335,Yes,-0.962135446,-0.962135446,0,1,3,2,-0.490545965,-1.181827804,0,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.42625713,-1.2123276,2.13806,0.3192991,-0.44959968,-0.6379889,-0.34636286,-0.59099287,-0.47021192,-0.391408
No,No,No,-0.989731303,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-0.958165602,-1.176987315,Yes,-0.968214678,-0.968214678,0,1,3,2,-0.490545965,-1.185363095,1,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,-0.42191136,-1.2373946,2.1346827,0.32255644,-0.43470904,-0.653232,-0.34382537,-0.5930463,-0.47367316,-0.40022075
Yes,No,No,-0.836928894,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.199126156,-0.653129694,Yes,0.138806039,0.138806039,1.51990471,2,3,3,-0.222876017,-0.351231579,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.33601308,-1.2533937,2.359957,0.31190506,-0.110335276,-0.6030439,-0.40327474,-0.5814986,-0.56459826,-0.42973727
No,Yes,No,-0.157765011,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0.234214652,0.129991773,Yes,0.247705015,0.247705015,-0.261234485,3,3,3,0.19141875,0.273484976,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
Yes,No,No,-0.989731303,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.089866394,-0.935327562,Yes,0.091446849,0.091446849,0,2,3,1,-0.222876017,-0.750439277,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.38747013,-1.3128262,2.2574,0.35970744,-0.18216346,-0.44160268,-0.47708425,-0.5235495,-0.57650137,-0.3692004
No,Yes,No,0.539780632,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-0.962154322,-0.075255313,Yes,-0.972554235,-0.972554235,0.006047143,1,3,2,-0.490545965,-0.54588087,0,0,3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NEGATIVE,0,0.67538846,0.5493585,-0.10491368,0.6183002,-0.3099167,-1.3213812,-1.1170443,0.5725961,0.45100588,1.6607683
No,No,No,-0.439481315,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.460812707,-0.398635513,Yes,-0.505173526,-0.505173526,0.947082095,1,3,1,-0.490545965,-0.331439081,1,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.05843222,-1.073858,2.1090853,0.5125374,-0.23077062,-0.7264087,-0.7996159,-0.32249486,-0.28861606,-0.2937966
No,No,No,0.525677826,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.636875903,0.842699347,Yes,0.654183627,0.654183627,-0.305541772,5,3,3,0.645020411,0.785006917,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.7082569,-0.3377057,-1.482751,1.5931457,0.85808265,-0.7745808,1.4795299,0.06541528,-0.090036236,0.77697134
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.014566033,-0.952160058,Yes,-0.013760926,-0.013760926,0,1,3,2,-0.490545965,-0.784246303,0,0,3,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.35614038,-1.32003,2.1985185,0.30141088,-0.14371142,-0.61938035,-0.48620954,-0.6368128,-0.64428145,-0.4776123
No,Yes,No,-0.021185495,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.19372255,0.223745467,Yes,0.168600708,0.168600708,0.661245555,2,3,3,0,0.313056017,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,Yes,No,-0.776797309,Yes,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.552812954,-0.499236673,Yes,0.473724505,0.473724505,2.065728677,4,3,3,0.509454035,-0.106665074,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.36366534,-1.4453194,2.5141845,0.30062056,0.008783614,-0.53802437,-0.5929397,-0.50704634,-0.619074,-0.41311634
No,No,No,-0.628756242,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.528869572,-0.303652976,Yes,0.468423005,0.468423005,1.596154008,4,3,3,0.509454035,0.078556026,1,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NEGATIVE,0,-0.3643726,-1.4352391,2.2784343,0.49550775,-0.3340888,-0.65259314,-0.53572536,-0.61360663,-0.7059345,-0.5395035
No,Yes,No,-0.406811682,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,-0.26417721,-0.270536229,Yes,-0.255441765,-0.255441765,-0.232770419,2,3,3,0,-0.175659253,0,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,POSITIVE,1,-0.8039254,-0.6556216,0.49813226,0.09567271,-1.3547665,-1.4734502,0.19598183,-0.5932262,0.9983024,0.63794804
No,No,No,-0.989731303,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.281766334,-0.999873064,Yes,-0.283248801,-0.283248801,0,2,3,3,0,-0.877290082,1,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NEGATIVE,0,-0.23285377,-1.2261533,2.270545,0.38439617,-0.022367783,-0.54293436,-0.5558224,-0.40708742,-0.29670522,-0.3608622
No,Yes,No,-0.989731303,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.078996831,-0.937038857,Yes,0.080499429,0.080499429,0,2,3,3,-0.222876017,-0.753899522,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NEGATIVE,0,-0.4019072,-1.3718196,2.2141485,0.41471353,-0.09304464,-0.59836096,-0.49689674,-0.6346669,-0.7305242,-0.48126188
